title,company,location,post_date,num_applicants,full_time,size,description,salary
Global Account Technical Consultant,Lenovo,"Barcelona, Catalonia, Spain",3 days ago,,Full-time,"10,001+ employees · IT Services and IT Consulting","About the job
          

 
Why Work at Lenovo

Here at Lenovo, we believe in smarter technology that builds a brighter, more sustainable and inclusive future for our customers, colleagues, communities, and the planet.

And we go big. No, not big—huge.

We’re not just a US$70 billion revenue Fortune Global 500 company, we’re one of Fortune’s Most Admired. We’re transforming the world through intelligent transformation, offering the world’s most complete portfolio of smart devices, infrastructure, and solutions. With more than 71,500 employees doing business in 180 markets, we help millions—not just the select few—experience our version of a smarter future.

The one thing that’s missing? Well… you...

 Description And Requirements

Lenovo is looking for Technical Sales Specialist supporting LENOVO Global Accounts / Top Enterprise Accounts in EMEA.

As a Lenovo Technical sales consultant you embrace the full Lenovo Data Center product portfolio to our Global Accounts. You will get engaged in promoting Lenovo Data Center product and solutions as well as workplace solutions, you will work with CTOs, IT specialists and Lenovo presales and sales team and with Lenovo partners to help drive Lenovo’s opportunities through the sales cycle from understanding customer business and technical requirements, building the customer’s solution architecture and driving the opportunity up to a profitable closing.

As a strong teamplayer you’ll step in for business opportunities originally identified by the Global Account Sales team where technical expertise is needed to define the perfect solution for our customers. With your knowledge and experience you actively support the sales team growing business.

This job role includes :
Defining and identifying IT Data Center projects in the coming quarters by acting as a trusted advisor to the assigned customer setBuilding a future pipeline of classical and software defined IT Infrastructure businessBuilding and maintaining relationships to Technical Director level and above.Take over a leading role in the technical education of customers and sales and keep our customer/partners up to date with new technologies and innovationsIdentifying customer projects and interpreting their technical requirementsBuild technical solutions working with the wider specialist product and technical community, the sales teams and business partners as appropriate, to support winning the business.Lead and/or provide Technical Input to Tenders/ RFIs/RFPsGather information to develop an accurate understanding of customer technology infrastructure

Position Requirements: 
Bachelor’s Degree or equivalent experienceMinimum of 5 years of customer facing technical sales experience preferably in the datacenter with focus on storage, server, networking, solutionsDemonstrate a broad understanding of trends & technologies for data center and workplace solutions, entry to mid-level Storage, Converged, HyperConverged (SDI) systems and system virtualization in principleAbility to create and present technical solutions to senior level clients within the customer and clearly articulate the technical value proposition to the customerGeneral knowledge across the Server, Storage and Networking portfolio, with competencies in core technologies like system virtualization and hyper-converged infrastructureGeneral knowledge across the Cloud, Hybrid Cloud and Multi Cloud solutions with competencies in Managed ServicesFluent verbal and written communication in German and English language

What we offer :
A multitude of professional and personal opportunitiesAn open and stimulating environment within one of the most forwarding thinking IT companiesFlat structures and fast decision-making processesA modern and flexible way of working to combine personal and professional lifeAn international team with a high focus on Gender Diversity

At Lenovo we are proud to be an equal opportunity company. This vacancy certainly applies for people with disabilities, too.

We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any federal, state, or local protected class.
 Amsterdam - North Holland - Netherlands, * Barcelona - Barcelona - Spain, * BASINGSTOKE - Hampshire - United Kingdom, * Diegem - Brussels-Capital Region - Belgium, * Madrid - Madrid - Spain, * Renfrew - Renfrewshire - United Kingdom, * Stuttgart - Baden-Wurttemberg - Germany, * Vienna - Vienna - Austria",Full-time
Data Analyst,Frontiers,European Economic Area,1 week ago,,level,"1,001-5,000 employees · Book and Periodical Publishing","About the job
          

 
We are on a mission to make science open so everyone can live healthy lives on a healthy planet

Who We Are

Frontiers is an award-winning open science platform and leading open access scholarly publisher.

We are one of the largest and most cited publishers globally. To date, our 200,000 freely available research articles have received more than 1 billion views and downloads and 2 million citations. Our journals span science, health, humanities and social sciences, engineering, and sustainability. And we continue to expand into new academic disciplines so more researchers can publish open access.

Be part of the publishing revolution and help us transform the way research is published, evaluated, and communicated to the world.

Job Role

We are now looking for a Data Analyst with expertise in predictive and prescriptive analytics to join our Product department and to help drive innovation and decisions in our products.

As a Data Analyst, you will perform in-depth analysis and visualization datasets, to drive decisions with the Product Managers and Product Leads in the area that you will cover. You will play a key role by working closely with the business to identify the use cases, where external or internal data insights can make an impact and improve business decision-making. This is a unique opportunity to leverage academic and professional experience in publishing, statistics and data analytics to increase the quality of published science, maximize the efficiency of the publishing process and make peer-review more objective.

Key Responsibilities
Contribute to different initiatives involving descriptive, predictive, and prescriptive analysis by leveraging a variety of statistical techniquesProvide analysis of trends and forecasts and recommend actions for optimizationIdentify patterns, build models, test, and improve predictive algorithms that increase our understanding of customer trends and identify opportunities to improve our products and servicesWork together with product managers, data scientists and business stakeholders to understand and support their needsProactively identify opportunities for improvements in data quality, data visualization and data reporting for Digital Products

About You
Degree in a quantitative field, such as Statistics, Mathematics, Economics, Analytics, or other related fields with advanced coursework in statisticsExperience with statistical modelling techniques (e.g. linear regression, logistic regression, GLM), forecasting and predictive modellingWorking knowledge in one or more statistical programming languages (e.g. SAS, Python, or R)Experience querying operational Databases to complement lack of data in the official datasourcesExperience with Google Analytics and similar toolsExperience with data visualization and graphics tools such as Tableau for the creation of reports and dashboards is a plusFamiliarity with big data platforms (e.g. BigQuery, Spark, Databricks) is a plusRobust analytical, critical thinking, and creative problem solving skillsAccustomed to fast-paced environments with simultaneous, high-priority tasksSolid written and verbal communication skills with the ability to clearly articulate ideas to both technical and non-technical audiences (fluency in English is a must)

Benefits

With more than 50 nationalities represented in our global team, you will work regularly with teammates in other countries, and with our community of researchers, editors, and authors from around the globe.

Our mission to create solutions for healthy lives also extends to the working environment we provide for our employees.

This includes:

100% remote working

Employees now have the flexibility to choose where they want to work, with remote working available on a part- or full-time basis (not applicable to some Workplace/IT jobs due to nature of role requiring presence onsite, in the office).

Learning and development

All employees have access to LinkedIn Learning (and Pluralsight for our technology team), an annual personal learning budget, and dedicated L&D time.

Wellbeing

We offer free online yoga classes, an employee assistance plan, access to the Headspace app, and four wellbeing days on top of your annual leave allowance.

Volunteering opportunities

Employees can dedicate three days each year to volunteer for a personal cause or through our volunteering partner platform, Alaya.

Frontiers actively embraces diversity and is a safe and welcoming workplace. Recruitment is free from discrimination – including based on race, national or ethnic origin, age, religion, disability, sex, gender identity or sexual orientation. With over 600 employees from more than 50 different nations, our diversity creates vibrant teams and constantly challenges us to appreciate multiple perspectives.",
FX Quant / eTrader,Armon-Jones Partners,"Madrid, Community of Madrid, Spain",4 days ago,,level,1-10 employees · Staffing and Recruiting,"About the job
          

 
Armon-Jones Partners is a global executive search firm working with clients across the financial industry, investment banks, fintech companies and the legal sector.
FX Quant/ eTrader
Our client is a global investment bank and one of the key players in the transformation of the financial sector. Their global division supports some of the world's most complex and sophisticated corporate and institutional clients, offering customized services and value-added wholesale products to best meet their needs. 
They are currently seeking a Quant/ eTrader to join the eFX Trading desk in Madrid. In this role, you will be co-responsible for managing the eFX flow business. 
Key Responsibilities
Maintaining the appropriate book architecture.Building and tuning a series of the bank’s bespoke liquidity pools ( G10 + EM). Optimizing hedging & market making strategies. Helping the bank's customer base manage their FX risks with appropriate eFX liquidity streams and algorithmic execution.Achieving budgetary goals.
Skills/Requirements
The ideal candidate should have 3-5 years of experience on the eFX desk of a well-recognized organization in a Quant/Developer/e-Trader role. Experience with trade execution algorithms is a valuable asset. MSc or PhD in Mathematics/Physics/Statistics/Engineering from an accredited university Knowledge of Probability, Statistic and Machine Learning MethodsKnowledge of Python, Pandas, Keras, TensorFlow, Scikit-Learn and GitWorking knowledge of an object orientated programming language such as Java or C++ is a plusFluent in English, Spanish is a plus",
Senior Data Architect,Sanofi,"Barcelona, Catalonia, Spain",1 month ago,2 applicants,level,"10,001+ employees · Pharmaceutical Manufacturing","About the job
          

 
                About Sanofi:

We are an innovative global healthcare company, driven by one purpose: we chase the miracles of science to improve people’s lives. Our team, across some 100 countries, is dedicated to transforming the practice of medicine by working to turn the impossible into the possible. We provide potentially life-changing treatment options and life-saving vaccine protection to millions of people globally, while putting sustainability and social responsibility at the center of our ambitions.

Sanofi has recently embarked into a vast and ambitious digital transformation program. A cornerstone of this roadmap is the acceleration of its data transformation and of the adoption of artificial intelligence (AI) and machine learning (ML) solutions, to accelerate R&D, manufacturing and commercial performance and bring better drugs and vaccines to patients faster, to improve health and save lives.

Who You Are:

As Senior Data Architect you are responsible for designing data architectures and creating the technical backbone for data products and programs. In this position you will have the opportunity to shape every aspect of the data lifecycle, from ingestion to insights. You are a technical leader with a proven track record of delivering practical and scalable data architectures.

Our vision for digital, data analytics and AI

Join us on our journey in enabling Sanofi’s Digital Transformation through becoming an AI first organization. This means:

AI Factory - Versatile Teams Operating in Cross Functional Pods: Utilizing digital and data resources to develop AI products, bringing data management, AI and product development skills to products, programs and projects to create an agile, fulfilling and meaningful work environment.Leading Edge Tech Stack: Experience build products that will be deployed globally on a leading-edge tech stack.World Class Mentorship and Training: Working with renowned leaders and academics in machine learning to further develop your skillsets.

There are multiple vacancies across our Digital profiles and NA region. Further assessments will be completed to determine specific function and level of hired candidates. 

Job Highlights:

The Data Architect leads the design and delivery of complex data systems and solutions to meet business needs, within the agreed requirements and is pragmatic and supportive of the strategic architecture direction.Verifies the consideration of non-functional requirements as part of the architecture.Designs and produces design documents and solution roadmaps showing the states of transition for the architecture.Leverages the existing Portfolio of digital products and catalog of services and promotes the usage of existing building blocks.Defines and manages standards, guidelines and processes for data solutions and architecture, aligning with the broader architecture council.Works in close collaboration with Business, Technology, and Product stakeholders to contextualize the architecture designs.Remains up to date on the company’s standards, industry practices, and emerging standards.

Key Functional Requirements & Qualifications:

Experience working in agile cross-functional teams.Experience in all phases of the Data Architecture lifecycle: concept, design, development, implementation, change, and operation.Deep hands-on experience of modern data architecture practices deployed on the cloud and a sound understanding of best practices and current trends in the data architecture domain.Facilitates design sessions with stakeholders to understand required capabilities and translates requirements into workable, fit for purpose, technical designs, and solutions.Ability to understand architectural dependencies of technologies in a broad and complex environment.Explores new technologies to address challenging business problems and compiles architecture decision records.Desire to work in a fast-paced, constantly evolving environment; ability to manage multiple priorities.Ability to work independently as well as in a team with a proven ability to influence.Proficient in creating and presenting Data architectures to diverse audiences.Excellent communication skills in English, both verbal and in writing.

Key Technical Requirements & Qualifications:
Bachelor’s degree in Computer Science, Information Systems, Software Engineering, or similar field.Minimum of 5 years of professional experience designing and implementing Enterprise Data & Analytics Architectures.Work experience with cloud-based services/architectures on AWS.Experience in:
Database/Data Warehouse (AWS RDS, Snowflake, AWS Redshift, knowledge of SQL).Data modeling (SQLDBM).Distributed data processing/analytics systems (Spark, Hadoop) .Data Quality (Informatica CDQ).Master Data Management (Informatica MDM).Metadata management/Data Catalog (Informatica EDC and Axon).Data governance.Data access management.Data security and compliance.Data storage technologies (Object, structured, and unstructured).Integration Services (Informatica Cloud, Airflow).

The Fine Print:

At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all.

Sanofi is committed to welcoming and integrating people with disabilities.

Only those candidates selected for interviews will be contacted.

Thank you in advance for your interest.

For more details:

www.sanofi.com www.linkedin.com/company/sanofi

Pursue Progress. Discover Extraordinary.

Own your future. Make your move!

#DDBBCN

#Hybrid

At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all.",
DATA ANALYST,Knossos Consulting,"Pamplona, Chartered Community of Navarre, Spain",4 days ago,8 applicants,Full-time,1-10 employees · IT Services and IT Consulting,"About the job
          

 
¿QUIÉNES SOMOS?

Somos una consultora tecnológica especializada en proyectos de transformación digital, a través de plataformas colaborativas, Business Analytics y movilidad.

Diseñamos estrategias personalizadas y desarrollamos las soluciones tecnológicas adaptadas a las necesidades de los clientes, mejorando su forma de trabajar, su productividad favoreciendo su transformación digital.

Con más de 25 años de historia apostamos por el talento de las personas para la innovación, gracias a un equipo de 170 profesionales en nuestras oficinas de Madrid, Bilbao, Pamplona, San Sebastián y Zaragoza.

Tareas

¿QUÉ NECESITAS PARA TRABAJAR CON NOSOTROS?
Experiencia con clienteAWS Certified Data Analytics - Specialty
Tecnologías IMPRESCINDIBLES
AWS
Tecnologías Deseables
Big Data
¿CUÁL ES EL PERFIL IDEAL?
Persona dinámicaGanas de seguir conociendo nuevas tecnologíasTrabajo en equipo
Requisitos

¿QUÉ NECESITAS PARA TRABAJAR CON NOSOTROS?
Experiencia con clienteAWS Certified Data Analytics - Specialty
Tecnologías IMPRESCINDIBLES
AWS
Tecnologías Deseables
Big Data
¿CUÁL ES EL PERFIL IDEAL?
Persona dinámicaGanas de seguir conociendo nuevas tecnologíasTrabajo en equipo
Beneficios

¿QUÉ TE OFRECEMOS?
Salario competitivoModelo híbrido de trabajoGran flexibilidadPosibilidad de crecimiento y desarrollo profesionalEntorno de trabajo dinámico y agradable",
Speech Audio Data Collection,Appen,Greater Madrid Metropolitan Area,1 day ago,,level,"501-1,000 employees · IT Services and IT Consulting","About the job
          

 
Help advance speech and language technology for a voice assistant!Project Description:Your participation in this exciting project will help improve voice assistant technology for your native language. You will be reading and recording 310 prompts. It will require approximately 25-30 minutes of your time to complete this task. What's in it for you:Easy qualification processShort-term earning potential Requirements:Fluent French speaker currently residing in FranceAt least 18 years oldAndroid or iOS smartphone Interested? Join Appen today! Click Apply button.  Do not miss the chance to earn extra income working from the comfort of your own home. This is a great opportunity for you and your friends! • Work from home with flexible hours• You can work on our projects around your other jobs   Thank you and we hope to work with you soon!",
Senior Data Analyst,Michael Page,"Barcelona, Catalonia, Spain",1 month ago,,Associate,"5,001-10,000 employees · Staffing and Recruiting","About the job
          

 
New challenge in a International company|Career progression
About Our Client

Are you looking for a place to work that will inspire and challenge you? A place to unleash your potential? Then the PageGroup Barcelona Shared Service Centre (SSC), with its flexible, open culture and meritocratic structure is the place for you.

https://www.pagepersonnel.es/clientprofile/pagegroup-shared-services-centre

Job Description
Reporting and analysis
All channels
Report on key metrics, analysing and interpreting trends and providing actionable insightsAnalysing the effect of different channels and how they interact to drive conversionsPerform ROI analysis to evaluate efficiency and effectiveness of different media channels and marketing campaigns to reallocate or reduce spendDevelop automated PowerBi dashboards to enable regular reporting for marketing and wider operational audiences including large datasetsAd hoc reporting and insight as required based on business requirementsRegular data uploads to core platform
Websites
Analyse onsite user behaviour, conversion data and customer journeys, funnel analysis to provide insights on our audience behaviourRegularly monitor KPIs to track progress against audience development and retention goalsSegment audiences to find high value segments and model the behaviour of these on our sites and across the webChannel strategyAdvise on suitable measurement strategies based on channel objectives - including but not limited to client paid advertising, organic, paid search, content, CRM, socialBenchmark performance and advise on KPIsPost-campaign analysis to demonstrate ROI Technical and analyticalIdentify ways in which to improve analytical procedure to increase productivity and efficiencyVisualise data on BI platformsRecommend ways to deal with data quality issuesAdvise on campaign tagging and on-site tracking Global Strategic Projects
In addition to supporting the UK, NAM & MEA regions, there will be an opportunity to deepen specialist skills by participation in our global strategic analytics programme to create scaleable global reporting across a variety of focus areas such as SEO, content, acquisition etc.

The Successful Applicant

Desired Skills And Experience
Minimum of two year's web analytics experience using Google Analytics 360/GA4 - GA IQ qualification - not essential but would be preferredExtensive experience with Google Big Query, Power BI and Google Data StudioDeep understanding of web analytics including customer segmentation, attribution modelling, and path analysisExperience in measuring and analysing online campaigns including organic and paid search, email, display, socialThe ability to analyse data from multiple online and offline sources and translate it into commercial actionsThe ability to communicate analytical insight to internal stakeholders at all levels of seniorityA genuine passion for digital analyticsExcellent written and verbal communication skills Display a high level of initiative, be self-motivated and eager to learnDemonstrable experience of project management and deliveryData visualisation / dashboard development experienceAdvanced Microsoft Excel skillsMinimum of a bachelors degree requiredExperience with tag management systems such as Google Tag Manager - not essential but would be preferredExperience of other channel analytic solutions (CRM, social) - not essential but would be preferred
Expected Behaviours
InitiativeCommercialityCollaborationProblem solvingFlexibilityWhat's on Offer
Interesting salary package with bonus.Join multinational company.Hybrid model.Social benefits.Career progression.Contact: Jordi Aluma

Quote job ref: JN-062022-5645020",Full-time
Senior Data Scientist,Glovo,"Barcelona, Catalonia, Spain",5 hours ago,,Associate,"1,001-5,000 employees · Consumer Services","About the job
          

 
About Glovo

We’re a Barcelona-based startup and the fastest-growing delivery player in Europe. With food at the core of the business, Glovo delivers any product within your city at any time of day.

Our vision and ambition are not only to make everything immediately available in your city but it is also to offer our employees the job of their lives. A job where you'll be challenged and have the most fun working in through tech-enabled experiences.

Your Work-life Opportunity

Glovo is looking for world-class Senior Data Scientists to work in our Barcelona office. Are you passionate, proactive, data-driven and hands-on? Do you want to evolve in one of the fastest growing startups of Barcelona, building a product that will change people's day-to-day lives and disrupt the on-demand market?

Be a Part Of a Team Where You Will
Develop, test and productionize predictive algorithms by using state of the art machine learning algorithms and statistical modelsEvaluate algorithms through controlled offline (e.g. cross validation with holdouts strategy) and online experiments (e.g. A/B testing, MAB, RL)Contribute to one or more of the following areas: time series analysis & forecasting, A/B testing, customer analytics, personalisation & recommender design as well as operational research & optimisationDesign experiments and interpret the results to draw detailed and actionable conclusionsGenerate and execute on ideas for exploratory analysis to shape future projects and provide recommendations for actionsCreate dashboards and reports to regularly communicate results and monitor key metricsCollaborate with cross-functional teams across disciplines such as product, engineering, operations, marketing amongst others; identify use cases for data science applicationMentor one or more data scientists; lead a small teamContribute to the recruitment and onboarding of data scientistsDisseminate outcomes through talks as well as papers and posters in conferences
You Have
At least 5+ years research and development experience in industry or academia. Holds at least an MSc, and preferably a PhD in a scientific discipline such as Physics, Statistics, Computer Science or MathematicsDeep theoretical and applied knowledge in at-least one of the following areas: supervised and unsupervised learning, deep learning, reinforcement learning, game theory, statistical inference, bayesian statistics, causal inference, time series analysis, decision theory, mathematical optimisationExperience working with large data setsDemonstrable experience at productionising ideas; from conception to deploymentPython and/or R experience; can independently prototype solutions to problemsExperience with big data (e.g. Scala and Spark) and cloud technologies (AWS, Azure, Google Cloud)Command line skillsExperience a start-up and/or R&D environmentsAbility to manage a team is desirableStrong presentation skills in communicating with experts and novicesFluent spoken and written English
Experience Our Glovo Life Benefits
Enticing Phantom Shares plan Attractive Relocation package (if applicable ;)) Comprehensive Private Health Insurance Cobee discounts on kindergarten, transportation, and food Free monthly Glovo credits to spend on our restaurant products (and zero Glovo delivery fee on all Glovo orders!) Cool perks such as fresh fruit and healthy snacks every day, beers on Fridays, Culture Days every 2 months! Discounted Gym memberships Flexible working environment 
What You’ll Find When Working At Glovo
GAS: Driven to deliver quality results quicklyGood Vibes: Bring positivity and communicate openlyStay Humble: Self-aware and open to learningCare: Uplift people and the planetGlownership: Act as proud ownersHigh Bar: Focus on Top Performance
If you believe you match these values, we look forward to meeting you!

At Glovo we believe that diversity adds incredible value to our teams, our products, and our culture. We know that the best ideas and solutions come by bringing together people from all over the world and by fostering a culture of inclusion where everyone feels heard and has the chance to make a real impact. It's because of this that we are committed to providing equal opportunities to talent from all backgrounds.

Wanna take a peek into what it's like to work at Glovo? Follow us on Instagram and like us on Facebook!

Glovo is transforming the way consumers access local goods, enabling anyone to get almost any product delivered in minutes. Our on-demand logistics connect customers with independent local couriers who acquire goods from any restaurant or store in a city, as well as deliver urgent packages for a variable fee. As of September 30, 2019, we’re currently present in more than 26 countries across Europe, Latin America, Africa, and Asia.

For additional information on Glovo, please visit https://glovoapp.com/ | Twitter: @Glovo_ES | Facebook: https://www.facebook.com/glovoappES/ | LinkedIn: https://www.linkedin.com/company/glovo-app/",
Data Analyst,Mott MacDonald,"Madrid, Community of Madrid, Spain",1 month ago,,level,"10,001+ employees · Civil Engineering","About the job
          

 
Contract Type

Permanent


Work pattern

Full time


Position Location

Madrid, Spain


Job Description

Mott MacDonald is a uniquely diverse £1 billion employee-owned, engineering and development consultancy serving the public and private sector around the world. We are looking for a highly motivated individual to become a Data Analyst within our Software Development Services. The home office location is Madrid (Spain), where you will join and become a key part of our global team and business.

The Data Analyst will need experience on Python, machine learning development and managing cloud infrastructure, and have excellent communication skills in English language.

Experience developing on the Azure platform, C#, React JS or VB .NET is an advantage, as is experience delivering software in the Energy sector.

You will be supporting business domain experts from across a range of services to find innovative solutions to challenges faced by our teams or by our clients.


Role Description

Working as a Data Analyst within our Energy Unit, Software Development Services you will be involved with the delivery of software solutions to solve complex problems in the field of physical and digital infrastructure.

You will be part of a new and exciting team and accountable for developing the backend of our cloud-based web interface, supporting advanced analytics, complex mapping, and immersive visualisation for our Energy sector product suite.

You will report to the Energy Software Development Services team lead and work closely with Mott MacDonald’s central development teams who will help you to develop complex data and machine learning models.

Data fluency is encouraged across our business and cross unit collaboration is key in our growing community of development focused and data-oriented individuals within Mott MacDonald, with plenty of opportunity to get involved and support with regional or global activities.


The Specific Duties Include


Key responsibilities 
Join a new team in a global, diverse, and high-performing environment Apply tools and techniques for data analysis and data visualisation (including the use of business information tools). Identify, collect, and migrate data to and from a range of systems. Manage, clean, abstract, and aggregate data alongside a range of analytical studies on that data. Manipulate and link different data sets. Summarise and present data and conclusions in the most appropriate format for users Taking an interdisciplinary focus, using techniques and knowledge from across the scientific spectrum. 


Candidate Specification

Our ideal candidate will have a degree in computer science, software engineering or any other STEM studies and related experience in a similar role analysing and developing data products.

You will need to be experienced in SQL and modern software development as well as understand scaling software systems.  You'll commit to high quality code and be able to pay attention to detail.


Essential Skills And Experience Required
Expertise on SQL Expertise on Data modelling, data cleansing, and data enrichment skills Strong knowledge and experience of database infrastructure, including storage, collection, and aggregation models. As well as relevant industry standard techniques and technologies, as data mining, cluster analysis or neural networks, and how to apply them in business MSSQL, PostgreSQL or other SQL databases Business Intelligence tools: Power BI, Tableau, etc … Statistical methods and data analysis skills Quality assurance, validation, and data linkage abilities 
You need to possess English communication skills. Being a critical thinker, collaborative, assertive and a team player are valuable features to be considered.

It is beneficial if you have any of the following technical knowledge/experience:
Knowledge in machine learning algorithms Knowledge on product deployments on any Cloud: Azure, AWS, Google, and integration with other deployed applications Knowledge on Data Science’s notebooks as Jupyter, Azure Machine learning notebooks, etc... CI/CD, Azure DevOps 3D modelling and plotting Exposure to other languages such as C#, VB .NET, Ruby on rails, React or Typescript Experience contributing to the architecture/ design of new or current applications (micro frontends, design patterns, reliability, scaling, automation) 
Equal employment opportunity is the law. English version, Spanish version, Chinese version.

All qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, national origin, age, protected veteran status, creed, marital status, sexual orientation, citizenship status or disability status.


Job Profile



About The Business Unit

The Energy unit delivers services to clients globally across a number of sectors including hydropower, nuclear, waste, renewable generation and transmission & distribution networks. Together we provide integrated engineering and project management services across the project lifecycle – from concept and design, to construction and operations, to decommissioning or repowering and life extension. Together with our clients, we’re helping to deliver the energy transition globally.


How To Apply

To apply for this role, please complete our 15-minute application via our website. Our talent acquisition coordinators aim to provide feedback within 5 working days with the outcome of your application. More information about our application process can be found here . If you have any questions regarding your application or the role, please reach out to the dedicated recruiter listed who will be more than happy to help.

Mott MacDonald is Work180 accredited – which means we actively support and encourage women to join our work force!


Benefits We Offer
Life insurance An annual professional institution subscription Continuous development opportunities – because we want you to thrive Agile/flexible working – because life isn’t 9-5 Annual company performance bonus scheme – Subject to company performance Flexible benefits that suit you. The opportunity to make a difference; learn more about our social outcomes 


Other Information


Equality, diversity and inclusion 

We put equality, diversity and inclusion at the heart of our business, seeking to promote fair employment procedures and practices to ensure equal opportunities for all. We encourage individual expression in our workplace and are committed to creating an inclusive environment where everyone feels they have the opportunity to contribute.

 

If you have a disability and would prefer to apply in a different format or would like us to make reasonable adjustments to enable you to apply or attend an interview, please contact us at reasonable.adjustments@mottmac.com and we will talk to you about how we can assist.

 


Agile working 

At Mott MacDonald, we believe it makes business sense for you and your manager to choose how you can work most effectively to meet your client, team and personal commitments. We embrace agility, flexibility and trust.

 


More About Mott MacDonald

We’re a global engineering, management and development consultancy.

Our purpose is to improve society by considering social outcomes in everything we do, relentlessly focusing on excellence and digital innovation, transforming our clients’ businesses, our communities and employee opportunities.

A fundamental part of this is respecting each person’s differences and striving to meet their needs.

Our values: progress, respect, integrity, drive, excellence


Job Ref

58124BR


Recruiter Contact

Sheida Sheikhha


Country

Spain


Region/State

ALL - Spain


Discipline

Information technology


Sector

Energy


Website Region

Europe and Central Asia


Website Sector

Digital, Energy",Full-time · Entry
Principal Marketing Data Scientist,Bandai Namco Mobile,"Barcelona, Catalonia, Spain",2 weeks ago,,level,11-50 employees · Computer Games,"About the job
          

 
PAC-MAN to Tekken, Tamagotchi to Dark Souls, we are a games company steeped in history and BANDAI NAMCO Mobile is the exciting new pillar of the BANDAI NAMCO Group’s mobile strategy, to grow from the #5 global mobile publisher to #1!
We offer a truly flat structure, full role autonomy, and the creative freedom of a start-up, whilst still having the legacy, resources, and stability of BANDAI NAMCO, a global gaming powerhouse. Our goal in Barcelona is to enrich BANDAI NAMCO's list of successful IPs by creating original and innovative mobile games.
Our Marketing Team
We are a small and dynamic group of experienced global marketing experts, with far-reaching expertise across a multitude of specialisms within the Mobile Market space. Whilst our disciplines differ, our goal is the same: to grow and nurture our community of Bandai Namco mobile game players in the West.
As part of the marketing team, you will be working on some of Bandai Namco’s most prestigious, global IPs such as DRAGON BALL LEGENDS and ONE PIECE TREASURE CRUISE, as well as future IPs developed by our Internal team in Barcelona. We favour small teams, to remain as agile as possible in an ever-changing market. Advocating innovation over repetition as we aim to accelerate Bandai Namco to the world's #1 Publisher.
As we expand the Bandai Namco community into the West, you will still be working closely with our head office in Japan. Teamwork and collaboration with our head office as well as our Barcelona Marketing team are key to our success as we continue to grow the Bandai Namco brand worldwide.
Marketing Data Scientist
We are looking for a Marketing Data Scientist to join our growing team. You will be responsible for answering complex business problems by modeling data and finding insights that can help us measure and improve the ROI of our marketing campaigns where last-click attribution and A/B testing may not be possible.
With your strong data science and engineering background, you will work with your marketing data peers to build best-in-class forecasting, uplift, and media mix models as well as to create tools for self-service analytics, while advising the marketing team on how they can improve their decision-making using data.You will need to demonstrate the ability to understand and adapt quickly to changes in advertising, regulations, and consumer behavior.

SKILLS
BSc, MSc, or PhD in computer science, statistics, mathematics, physics, or engineering.5+ years of experience helping marketing teams increase ROI, ideally within a mobile game environmentProven experience in using machine learning for forecasting, regression, and classification tasks in marketing.Knowledge of probabilistic machine learning models (e.g., Bayes rule, univariate and multivariate Gaussians, Gaussian processes, hierarchical models, graphical models).Experience in creating and maintaining data engineering pipelines and MLOps on AWS.Ability to create data transformations by writing SQL queries.Using Python and its libraries for data science and data visualization.Ability to perform hyper-parameter tunning and backtesting.A talent for helping non-technical people to define the use cases and questions relevant to the business, then answering them with sound data science.Designing the best ways of communicating, visualizing, or reporting your results and analysis so they are unambiguous.Excellent written and oral communication skills with the ability to explain your views in a concise and coherent way.Knowledge and interest in gaming, tech, and media industry trends.General knowledge of Japanese anime and Bandai Namco IPs would be appreciated.Bonus points for experience working with Apple SkAdNetwork, building revenue attribution models and conversion values.
*If you do not have any experience within a mobile game company, we would like to receive a cover letter, detailing your motivations to move into the industry.",
